DATE	type	rarity	vendor	level	name	brand	slot	armor	core	attributes	talents	mods
2021-06-15	gear	header-he	The Campus	40	Aphrodite Glint Concealer	Airaldi Holdings	Mask	80k	<span class="icon-offensive"></span>11% Weapon Damage	<span class="icon-defensive"></span>3975 Armor Regeneration <br/><span class="icon-offensive"></span>4.6% Critical Hit Chance	-	Offensive
2021-06-15	gear	header-he	The Campus	40	Shomer Holster	Golan Gear Ltd	Holster	112k	<span class="icon-defensive"></span>116063 Armor	<span class="icon-defensive"></span>6.8% Explosive Resistance <br/><span class="icon-utility"></span>8.6% Status Effects	-	-
2021-06-15	gear	header-he	The Theater	40	Dusk Attack Gloves	Grupo Sombra S.A.	Gloves	80k	<span class="icon-offensive"></span>14% Weapon Damage	<span class="icon-offensive"></span>3.7% Critical Hit Chance <br/><span class="icon-defensive"></span>7.6% Hazard Protection	-	-
2021-06-15	gear	header-he	The Theater	40	Knee Mesh Jonti	Badger Tuff	Kneepads	99k	<span class="icon-defensive"></span>128628 Armor	<span class="icon-defensive"></span>4052 Armor Regeneration <br/><span class="icon-utility"></span>15.2% Repair Skills	-	-
2021-06-15	gear	header-gs	DZ East	40	Lyudmila Snipers Mask	Aces & Eights	Mask	80k	<span class="icon-offensive"></span>10.5% Weapon Damage	<span class="icon-utility"></span>8.1% Status Effects  	-	Offensive
2021-06-15	gear	header-gs	DZ East	40	Young Low-Friction Holster	True Patriot	Holster	112k	<span class="icon-defensive"></span>108,458 Armor	<span class="icon-defensive"></span>4,014 Armor Regeneration  	-	-
2021-06-15	gear	header-he	DZ East	40	Emet Mask	Golan Gear Ltd	Mask	80k	<span class="icon-defensive"></span>92,382 Armor	<span class="icon-utility"></span>10.4% Skill Haste <br/><span class="icon-defensive"></span>16,209 Health	-	Utility
2021-06-15	gear	header-he	DZ East	40	Vertical Y Holster	Sokolov Concern	Holster	112k	<span class="icon-offensive"></span>11.4% Weapon Damage	<span class="icon-offensive"></span>4.5% Critical Hit Chance <br/><span class="icon-utility"></span>8.5% Status Effects	-	-
2021-06-15	gear	header-named	Cassie	40	Caesar's Guard	Empress International	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>9.2% Hazard Protection <br/><span class="icon-utility"></span>10.2% Skill Haste	<span class="icon-active"></span>Perfect Skilled	Utility
2021-06-15	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>123,093 Armor	<span class="icon-utility"></span>7.3% Skill Damage <br/><span class="icon-offensive"></span>6.5% Weapon Handling	<span class="icon-active"></span>Perfect Intimidate	Utility
2021-06-15	gear	header-gs	Cassie	40	Driver Excursion Pack	True Patriot	Backpack	131k	<span class="icon-defensive"></span>115,204 Armor	<span class="icon-utility"></span>17.6% Repair Skills  	<span class="icon-active"></span>Patriotic Boost	Defensive
2021-06-15	gear	header-gs	Cassie	40	Resource Harness	Ongoing Directive	Chest	158k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling  	<span class="icon-active"></span>Parabellum Rounds	Utility
2021-06-15	gear	header-gs	Cassie	40	Molesey ESD Gloves	Hard Wired	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.9% Status Effects  	-	-
2021-06-15	gear	header-gs	Cassie	40	Strines Stabilizing Pads	Hard Wired	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.9% Status Effects  	-	-
2021-06-15	gear	header-gs	Cassie	40	Hunter's Quiver	Hunter's Fury	Holster	112k	<span class="icon-offensive"></span>12.3% Weapon Damage	<span class="icon-offensive"></span>4.8% Critical Hit Chance  	-	-
2021-06-15	gear	header-gs	Cassie	40	Snow Job Mask	Negotiator's Dilemma	Mask	80k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-offensive"></span>7.8% Headshot Damage  	-	Offensive
2021-06-15	gear	header-he	Cassie	40	Fortitude Plate Carrier	Overlord Armaments	Chest	158k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-utility"></span>16.6% Repair Skills	<span class="icon-active"></span>Braced	Offensive
2021-06-15	gear	header-he	Cassie	40	Hulian Joint Braces	Richter & Kaiser	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>6.5% Weapon Handling <br/><span class="icon-offensive"></span>8.3% Headshot Damage	-	-
2021-06-22	gear	header-named	White House	40	Force Multiplier	Hana-U Corporation	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.1% Skill Haste <br/><span class="icon-offensive"></span>6.0% Weapon Handling	<span class="icon-active"></span>Perfect Combined Arms	Offensive
2021-06-22	gear	header-he	White House	40	Big Horn Pack	Gila Guard	Backpack	131k	<span class="icon-defensive"></span>115,448 Armor	<span class="icon-defensive"></span>8.4% Hazard Protection <br/><span class="icon-defensive"></span>15,191 Health	<span class="icon-active"></span>Adrenaline Rush	Defensive
2021-06-22	gear	header-he	White House	40	B.O.T. Protector	Empress International	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>7.7% Explosive Resistance <br/><span class="icon-offensive"></span>7.1% Headshot Damage	<span class="icon-active"></span>Kinetic Momentum	Utility
2021-06-22	gear	header-named	Clan	40	The Sacrifice	Providence Defense	Chest	158k	<span class="icon-offensive"></span>13.9% Weapon Damage	<span class="icon-offensive"></span>4.5% Headshot Damage <br/><span class="icon-defensive"></span>18,112 Health	<span class="icon-active"></span>Perfect Glass Cannon	Offensive
2021-06-22	gear	header-gs	Clan	40	Ziba Low Profile Pack	Aces & Eights	Backpack	131k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-defensive"></span>4,235 Armor Regeneration  	<span class="icon-active"></span>Ace in the Sleeve	Offensive
2021-06-22	gear	header-gs	Clan	40	Crucible Gauntlets	Foundry Bulwark	Gloves	80k	<span class="icon-defensive"></span>132,290 Armor	<span class="icon-defensive"></span>4,130 Armor Regeneration  	-	-
2021-06-22	gear	header-gs	Clan	40	Striker's Holster	Striker's Battlegear	Holster	112k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-utility"></span>17.9% Repair Skills  	-	-
2021-06-22	gear	header-he	Clan	40	Nimble Knee Protectors	Sokolov Concern	Kneepads	99k	<span class="icon-offensive"></span>11.2% Weapon Damage	<span class="icon-offensive"></span>4.9% Critical Hit Chance <br/><span class="icon-defensive"></span>4,005 Armor Regeneration	-	-
2021-06-22	gear	header-he	Clan	40	Filter Mask	Hana-U Corporation	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>6.9% Explosive Resistance <br/><span class="icon-defensive"></span>8.9% Hazard Protection	-	Offensive
2021-06-22	gear	header-he	Clan	40	Förstärkt Breastplate	Fenris Group AB	Chest	158k	<span class="icon-offensive"></span>12.3% Weapon Damage	<span class="icon-utility"></span>10.8% Skill Haste <br/><span class="icon-utility"></span>17.6% Repair Skills	<span class="icon-active"></span>Focus	Offensive
2021-06-22	gear	header-he	Clan	40	Maxillam Respirator	Wyvern Wear	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.9% Skill Haste <br/><span class="icon-defensive"></span>3,737 Armor Regeneration	-	Utility
2021-06-22	gear	header-named	The Theater	40	Fox's Prayer	Overlord Armaments	Kneepads	99k	<span class="icon-offensive"></span>12.8% Weapon Damage	<span class="icon-offensive"></span>8% Damage Out of Cover <br/><span class="icon-utility"></span>7.5% Skill Damage	-	-
2021-06-22	gear	header-he	The Theater	40	Diamondback Gloves	Gila Guard	Gloves	80k	<span class="icon-defensive"></span>124,967 Armor	<span class="icon-defensive"></span>15,844 Health <br/><span class="icon-defensive"></span>3,975 Armor Regeneration	-	-
2021-06-22	gear	header-he	The Theater	40	Suneate Knee Braces	Murakami Industries	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>20.0% Repair Skills <br/><span class="icon-offensive"></span>4.0% Weapon Handling	-	-
2021-06-22	gear	header-he	The Campus	40	MJ 54	China Light Industries Corporation	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.2% Status Effects <br/><span class="icon-utility"></span>15.6% Repair Skills	-	Utility
2021-06-22	gear	header-he	The Campus	40	Tenebrous Sidearm Mount	Grupo Sombra S.A.	Holster	112k	<span class="icon-offensive"></span>8.7% Weapon Damage	<span class="icon-offensive"></span>9.2% Critical Hit Damage <br/><span class="icon-utility"></span>20.0% Repair Skills	-	-
2021-06-22	gear	header-gs	DZ West	40	APM Controller Gloves	Future Initiative	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>10.1% Critical Hit Damage  	-	-
2021-06-22	gear	header-gs	DZ West	40	Trombley Kneepads	Tip of the Spear	Kneepads	99k	<span class="icon-offensive"></span>9.0% Weapon Damage	<span class="icon-defensive"></span>4,367 Armor Regeneration  	-	-
2021-06-22	gear	header-he	DZ West	40	Heracles Dexterity Gloves	Airaldi Holdings	Gloves	80k	<span class="icon-offensive"></span>10.2% Weapon Damage	<span class="icon-offensive"></span>5.5% Weapon Handling <br/><span class="icon-utility"></span>9.9% Skill Haste	-	-
2021-06-22	gear	header-he	DZ West	40	Nimble Knee Protectors	Sokolov Concern	Kneepads	99k	<span class="icon-offensive"></span>10.9% Weapon Damage	<span class="icon-utility"></span>16.8% Repair Skills <br/><span class="icon-offensive"></span>10.2% Critical Hit Damage	-	-
2021-06-22	gear	header-gs	DZ South	40	Containment Carryall	Eclipse Protocol	Backpack	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>3,921 Armor Regeneration  	<span class="icon-active"></span>Symptom Aggravator	Utility
2021-06-22	gear	header-gs	DZ South	40	Serpentine Array Vest	Hard Wired	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>16.4% Repair Skills  	<span class="icon-active"></span>Positive Reinforcement	Utility
2021-06-22	gear	header-he	DZ South	40	Horo CarryBack	Murakami Industries	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>15,668 Health <br/><span class="icon-utility"></span>8.5% Status Effects	<span class="icon-active"></span>Wicked	Utility
2021-06-22	gear	header-he	DZ South	40	Keel Belly Guard	Wyvern Wear	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>15.2% Repair Skills <br/><span class="icon-offensive"></span>7.2% Headshot Damage	<span class="icon-active"></span>Reassigned	Utility
2021-06-22	gear	header-named	DZ East	40	Claws Out	Wyvern Wear	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>5.00% Melee Damage <br/><span class="icon-defensive"></span>7.4% Hazard Protection	-	-
2021-06-22	gear	header-gs	DZ East	40	Heft Grade A Mask	True Patriot	Mask	80k	<span class="icon-defensive"></span>115,204 Armor	<span class="icon-offensive"></span>10.8% Critical Hit Damage  	-	Defensive
2021-06-22	gear	header-gs	DZ East	40	Rush Tactics Holster	Future Initiative	Holster	112k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.2% Status Effects  	-	-
2021-06-22	gear	header-he	DZ East	40	New Face Ventilator	Empress International	Mask	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>3,975 Armor Regeneration <br/><span class="icon-utility"></span>8.5% Status Effects	-	Utility
2021-06-22	gear	header-he	DZ East	40	Fodral Holster	Fenris Group AB	Holster	112k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-utility"></span>7.4% Skill Damage <br/><span class="icon-utility"></span>8.5% Status Effects	-	-
2021-06-22	gear	header-he	Haven	40	Lancer Chestplate System	Belstone Armory	Chest	158k	<span class="icon-defensive"></span>109,485 Armor	<span class="icon-utility"></span>9.5% Status Effects <br/><span class="icon-offensive"></span>4.1% Critical Hit Chance	<span class="icon-active"></span>Spark	Offensive
2021-06-22	gear	header-he	Haven	40	Srivatsa War Grips	Richter & Kaiser	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>7.2% Headshot Damage <br/><span class="icon-defensive"></span>15,518 Health	-	-
2021-06-22	gear	header-he	Haven	40	Shomer Holster	Golan Gear Ltd	Holster	112k	<span class="icon-defensive"></span>96,371 Armor	<span class="icon-offensive"></span>7.6% Headshot Damage <br/><span class="icon-utility"></span>16.7% Repair Skills	-	-
2021-06-22	gear	header-he	Benitez	40	Keel Belly Guard	Wyvern Wear	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>9.8% Critical Hit Damage <br/><span class="icon-offensive"></span>6.5% Weapon Handling	<span class="icon-active"></span>Obliterate	Utility
2021-06-22	gear	header-he	Benitez	40	Wear-anywhere Protectors	Empress International	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>6.8% Explosive Resistance <br/><span class="icon-utility"></span>15.6% Repair Skills	-	-
2021-06-22	gear	header-he	Benitez	40	Bevor Air Guard	Belstone Armory	Mask	80k	<span class="icon-defensive"></span>133,159 Armor	<span class="icon-defensive"></span>8.0% Hazard Protection <br/><span class="icon-utility"></span>7.2% Skill Damage	-	Offensive
2021-06-22	gear	header-named	Cassie	40	Firm Handshake	Sokolov Concern	Gloves	80k	<span class="icon-offensive"></span>12.2% Weapon Damage	<span class="icon-utility"></span>15.0% Status Effects <br/><span class="icon-defensive"></span>8.7% Hazard Protection	-	-
2021-06-22	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>158,010 Armor	<span class="icon-offensive"></span>4.5% Headshot Damage <br/><span class="icon-defensive"></span>18,112 Health	<span class="icon-active"></span>Perfect Intimidate	Utility
2021-06-22	gear	header-gs	Cassie	40	Striker's Pack	Striker's Battlegear	Backpack	131k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-defensive"></span>4,235 Armor Regeneration  	<span class="icon-active"></span>Risk Management	Offensive
2021-06-22	gear	header-gs	Cassie	40	Striker's Harness	Striker's Battlegear	Chest	158k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-offensive"></span>6.5% Weapon Handling  	<span class="icon-active"></span>Press the Advantage	Offensive
2021-06-22	gear	header-gs	Cassie	40	Mirror Gloves	Negotiator's Dilemma	Gloves	80k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-utility"></span>17.9% Repair Skills  	-	-
2021-06-22	gear	header-gs	Cassie	40	Sheridan Kneelers	True Patriot	Kneepads	99k	<span class="icon-defensive"></span>129,727 Armor	<span class="icon-utility"></span>8.7% Status Effects  	-	-
2021-06-22	gear	header-gs	Cassie	40	Klavdiya Sidearm Holder	Aces & Eights	Holster	112k	<span class="icon-offensive"></span>12.0% Weapon Damage	<span class="icon-offensive"></span>8.5% Headshot Damage  	-	-
2021-06-22	gear	header-gs	Cassie	40	Heat Mask	Foundry Bulwark	Mask	80k	<span class="icon-defensive"></span>125,201 Armor	<span class="icon-offensive"></span>10.6% Critical Hit Damage  	-	Defensive
2021-06-22	gear	header-he	Cassie	40	Rally Point Secure Pack	Sokolov Concern	Backpack	131k	<span class="icon-offensive"></span>12.3% Weapon Damage	<span class="icon-utility"></span>10.8% Skill Haste <br/><span class="icon-utility"></span>17.6% Repair Skills	<span class="icon-active"></span>Energize	Offensive
2021-06-22	gear	header-he	Cassie	40	Penumbra Mask	Grupo Sombra S.A.	Mask	80k	<span class="icon-offensive"></span>12.0% Weapon Damage	<span class="icon-utility"></span>10.7% Skill Haste <br/><span class="icon-defensive"></span>3,655 Armor Regeneration	-	Utility
2021-06-29	gear	header-he	White House	40	Police SW Backpack	Providence Defense	Backpack	131k	<span class="icon-offensive"></span>15.0% Weapon Damage	<span class="icon-offensive"></span>9.4% Critical Hit Damage <br/><span class="icon-utility"></span>9.4% Skill Haste	<span class="icon-active"></span>Galvanize	Offensive
2021-06-29	gear	header-he	White House	40	Förstärkt Breastplate	Fenris Group AB	Chest	158k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-offensive"></span>10.1% Critical Hit Damage <br/><span class="icon-offensive"></span>4.5% Critical Hit Chance	<span class="icon-active"></span>Spotter	Offensive
2021-06-29	gear	header-named	Clan	40	Contractor's Gloves	Petrov Defense Group	Gloves	80k	<span class="icon-offensive"></span>12.5% Weapon Damage	<span class="icon-offensive"></span>8.0% Damage to Armor <br/><span class="icon-offensive"></span>9.3% Critical Hit Damage	-	-
