DATE	type	rarity	vendor	level	name	dmg	rpm	mag	talent	attribute1_icon	attribute1_value	attribute1_type	attribute2_icon	attribute2_value	attribute2_type	attribute3_icon	attribute3_value	attribute3_type
2021-06-22	weapon	header-he	ヘイヴン	40	マリンスーパー 90	440,031	160	8	フューチャーパーフェクト	icon-weapons	8.4	ショットガンダメージ	icon-weapons	7.0	アーマーへのダメージ	icon-weapons	10.0	クリティカルダメージ
2021-06-22	weapon	header-he	ヘイヴン	40	カスタム PF45	82,741	370	15	ビンディクティブ	icon-weapons	10.4	ピストルダメージ	icon-weapons	6.5	クリティカル率			
2021-06-22	weapon	header-he	ベニテス	40	FAL	56,885	650	20	ブレッドバスケット	icon-weapons	11.2	アサルトライフルダメージ	icon-weapons	12.0	HPダメージ	icon-weapons	12.5	切り替え速度
2021-06-22	weapon	header-he	ベニテス	40	インファントリー MG5	43,251	800	50	ブレッドバスケット	icon-weapons	12.0	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	3.6	連射速度
2021-06-22	weapon	header-he	ベニテス	40	UIC15 MOD2	105,777	240	30	キラー	icon-weapons	10.6	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	12.2	切り替え速度
2021-06-22	weapon	header-he	ベニテス	40	X-45	76,630	400	10	フィニッシャー	icon-weapons	10.1	ピストルダメージ	icon-weapons	7.0	クリティカル率			
2021-06-22	weapon	header-named	キャシー	40	イキムロングスティック	399,602	54	7	パーフェクト・レンジャー	icon-weapons	10.8	マークスマンライフルダメージ	icon-weapons	98.0	ヘッドショットダメージ上昇	icon-weapons	10.8	命中率
2021-06-22	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	10.5	アサルトライフルダメージ	icon-weapons	17.0	HPダメージ	icon-weapons	10.0	装弾数
2021-06-22	weapon	header-he	キャシー	40	ブラックマーケット RPK-74 E	55,474	650	45	フレンジー	icon-weapons	11.3	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	9.5	装弾数
2021-06-22	weapon	header-he	キャシー	40	M1A CQB	156,080	320	10	リフォーメーション	icon-weapons	10.5	ライフルダメージ	icon-weapons	15.0	クリティカルダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2021-06-29	weapon	header-named	ホワイトハウス	40	テストサブジェクト		700	30	パーフェクト・インシンク	icon-weapons	11.3	アサルトライフルダメージ	icon-weapons	15.5	HPダメージ	icon-weapons	8.5	安定性
2021-06-29	weapon	header-he	ホワイトハウス	40	CMMG バンシー	50,303	900	32	プリザベーション	icon-weapons	8.0	SMGダメージ	icon-weapons	11.0	クリティカル率	icon-weapons	11.6	リロード速度
2021-06-29	weapon	header-he	ホワイトハウス	40	CTAR-21	41,371	900	30	ストレインド	icon-weapons	8.9	アサルトライフルダメージ	icon-weapons	15.0	HPダメージ	icon-weapons	7.0	クリティカル率
2021-06-29	weapon	header-he	ホワイトハウス	40	586 マグナム	190,339	160	6	接近戦	icon-weapons	11.3	ピストルダメージ	icon-weapons	5.0	アーマーへのダメージ			
2021-06-29	weapon	header-he	クランショップ	40	FAL	56,885	650	20	サディスト	icon-weapons	14.1	アサルトライフルダメージ	icon-weapons	13.5	HPダメージ	icon-weapons	8.0	装弾数
2021-06-29	weapon	header-he	クランショップ	40	PDR		700	30	レンジャー	icon-weapons	11.8	アサルトライフルダメージ	icon-weapons	15.5	HPダメージ	icon-weapons	9.0	リロード速度
2021-06-29	weapon	header-he	クランショップ	40	SPAS-12	646,883	70	8	ビンディクティブ	icon-weapons	10.9	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	9.0	クリティカルダメージ
2021-06-29	weapon	header-he	クランショップ	40	ミリタリー M9	81,801	350	15	インシンク	icon-weapons	12.1	ピストルダメージ	icon-weapons	10.0	装弾数			
2021-06-29	weapon	header-he	シアター	40	SPAS-12	646,883	70	8	パムル	icon-weapons	12.4	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2021-06-29	weapon	header-he	シアター	40	M16A2	84,622	400	30	ステディハンド	icon-weapons	11.6	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	8.9	命中率
2021-06-29	weapon	header-named	キャンパス	40	クワイエットロア	47,952	580	200	パーフェクト・オーバーウェルム	icon-weapons	10.4	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	3.6	連射速度
2021-06-29	weapon	header-he	キャンパス	40	サープラス SVD	159,841	260	10	オプティミスト	icon-weapons	10.8	マークスマンライフルダメージ	icon-weapons	81.0	ヘッドショットダメージ上昇	icon-weapons	8.5	HPダメージ
2021-06-29	weapon	header-he	キャンパス	40	ミリタリー L86 LSW	59,705	610	30	スパイク	icon-weapons	10.2	LMGダメージ	icon-weapons	6.0	カバー外のターゲットへのダメージ	icon-weapons	8.5	クリティカル率
2021-06-29	weapon	header-named	DZウエスト	40	エバーラスティング・ゲイズ	116,120	275	20	パーフェクト・パーペチュエーション	icon-weapons	8.7	ライフルダメージ	icon-weapons	17.0	クリティカルダメージ	icon-weapons	8.0	ヘッドショットダメージ上昇
2021-06-29	weapon	header-he	DZウエスト	40	タクティカル SASG-12 K	364,812	180	7	オプティミスト	icon-weapons	10.8	ショットガンダメージ	icon-weapons	8.0	アーマーへのダメージ	icon-weapons	7.0	クリティカル率
2021-06-29	weapon	header-he	DZウエスト	40	SIG 716 CQB	99,665	320	20	持続力	icon-weapons	13.8	ライフルダメージ	icon-weapons	11.0	クリティカルダメージ	icon-weapons	2.8	連射速度
2021-06-29	weapon	header-named	DZサウス	40	ザ・グラッジ	50,303	900	32	パーフェクト・ビンディクティブ	icon-weapons	13.5	SMGダメージ	icon-weapons	13.0	クリティカル率	icon-weapons	7.6	リロード速度
2021-06-29	weapon	header-he	DZサウス	40	エンハンスド AUG A3P	57,825	725	25	フューチャーパーフェクト	icon-weapons	10.9	SMGダメージ	icon-weapons	14.0	クリティカル率	icon-weapons	8.1	リロード速度
2021-06-29	weapon	header-he	DZサウス	40	SOCOM Mk16	55,504	625	30	フューチャーパーフェクト	icon-weapons	11.3	アサルトライフルダメージ	icon-weapons	15.5	HPダメージ	icon-weapons	9.0	安定性
2021-06-29	weapon	header-he	DZサウス	40	M45A1	98,725	310	7	フューチャーパーフェクト	icon-weapons	11.0	ピストルダメージ	icon-weapons	7.0	クリティカル率			
2021-06-29	weapon	header-named	DZイースト	40	カーネッジ	37,610	850	100	パーフェクト・サディスト	icon-weapons	8.1	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	23.5	最適射程
2021-06-29	weapon	header-he	DZイースト	40	M700 カーボン	376,096	54	7	サディスト	icon-weapons	10.0	マークスマンライフルダメージ	icon-weapons	97.0	ヘッドショットダメージ上昇	icon-weapons	18.5	最適射程
2021-06-29	weapon	header-he	DZイースト	40	タクティカル M249 Para	56,414	550	100	イグナイテッド	icon-weapons	12.2	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	9.0	リロード速度
2021-06-29	weapon	header-he	ヘイヴン	40	ミリタリー AK-M	60,645	600	30	キラー	icon-weapons	10.8	アサルトライフルダメージ	icon-weapons	17.0	HPダメージ	icon-weapons	11.3	切り替え速度
2021-06-29	weapon	header-he	ヘイヴン	40	ブラックマーケット RPK-74 E	55,474	650	45	ビンディクティブ	icon-weapons	10.4	LMGダメージ	icon-weapons	8.0	カバー外のターゲットへのダメージ	icon-weapons	5.0	アーマーへのダメージ
2021-06-29	weapon	header-he	ヘイヴン	40	タクティカル SASG-12 K	364,812	180	7	サディスト	icon-weapons	10.8	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	9.0	装弾数
2021-06-29	weapon	header-he	ヘイヴン	40	オフィサー M9 A1	81,801	350	20	ビンディクティブ	icon-weapons	7.5	ピストルダメージ	icon-weapons	12.5	装弾数			
2021-06-29	weapon	header-he	ベニテス	40	AUG A3-CQC	51,243	680	30	接近戦	icon-weapons	10.0	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	5.0	アーマーへのダメージ
2021-06-29	weapon	header-he	ベニテス	40	サープラス SVD	159,841	260	10	アイレス	icon-weapons	10.8	マークスマンライフルダメージ	icon-weapons	91.0	ヘッドショットダメージ上昇	icon-weapons	6.0	アーマーへのダメージ
2021-06-29	weapon	header-he	ベニテス	40	ミリタリー Mk17	116,120	275	20	イグナイテッド	icon-weapons	10.5	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ
2021-06-29	weapon	header-he	ベニテス	40	ポリス 686 マグナム	190,339	160	6	スパイク	icon-weapons	11.9	ピストルダメージ	icon-weapons	17.5	最適射程			
2021-06-29	weapon	header-named	キャシー	40	ツナミ	364,812	180	7	パーフェクト・パムル	icon-weapons	11.1	ショットガンダメージ	icon-weapons	11.0	アーマーへのダメージ	icon-weapons	12.5	切り替え速度
2021-06-29	weapon	header-named	キャシー	40	シールドスプリンタラー	45,132	850	30	パーフェクト・オプティミスト	icon-weapons	12.8	アサルトライフルダメージ	icon-weapons	17.0	HPダメージ	icon-weapons	13.1	切り替え速度
2021-06-29	weapon	header-he	キャシー	40	PDR		700	30	ストレインド	icon-weapons	10.4	アサルトライフルダメージ	icon-weapons	21.0	HPダメージ	icon-weapons	7.0	クリティカルダメージ
2021-06-29	weapon	header-he	キャシー	40	M700 カーボン	376,096	54	7	持続力	icon-weapons	13.2	マークスマンライフルダメージ	icon-weapons	98.0	ヘッドショットダメージ上昇	icon-weapons	12.5	切り替え速度
2021-07-06	weapon	header-he	ホワイトハウス	40	MP5A2	51,713	800	32	接近戦	icon-weapons	11.0	SMGダメージ	icon-weapons	13.5	クリティカル率	icon-weapons	11.6	切り替え速度
2021-07-06	weapon	header-he	ホワイトハウス	40	ポリス M4	44,191	850	30	ブレッドバスケット	icon-weapons	10.2	アサルトライフルダメージ	icon-weapons	14.0	HPダメージ	icon-weapons	6.5	クリティカル率
2021-07-06	weapon	header-he	ホワイトハウス	40	586 マグナム	190,339	160	6	スパイク	icon-weapons	10.8	ピストルダメージ	icon-weapons	7.0	カバー外のターゲットへのダメージ			
2021-07-06	weapon	header-named	クランショップ	40	クエレブレ	695,775	75	5	パーフェクト・ジャズハンド	icon-weapons	11.3	ショットガンダメージ	icon-weapons	9.0	アーマーへのダメージ	icon-weapons	9.0	安定性
2021-07-06	weapon	header-he	クランショップ	40	カスタム M44	376,096	55	5	ストレインド	icon-weapons	13.8	マークスマンライフルダメージ	icon-weapons	111.0	ヘッドショットダメージ上昇	icon-weapons	6.0	カバー外のターゲットへのダメージ
2021-07-06	weapon	header-he	クランショップ	40	MP7	47,952	950	40	インシンク	icon-weapons	9.3	SMGダメージ	icon-weapons	18.5	クリティカル率	icon-weapons	12.6	切り替え速度
2021-07-06	weapon	header-he	クランショップ	40	タクティカル Mk 16	55,504	625	30	メジャード	icon-weapons	11.4	アサルトライフルダメージ	icon-weapons	17.0	HPダメージ	icon-weapons	12.7	切り替え速度
2021-07-06	weapon	header-he	クランショップ	40	M1911	101,076	310	7	オプティミスト	icon-weapons	13.1	ピストルダメージ	icon-weapons	8.5	装弾数			
2021-07-06	weapon	header-named	シアター	40	ブームスティック	620,556	200	2	パーフェクト・パンプアップ	icon-weapons	7.4	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	9.0	ヘッドショットダメージ上昇
2021-07-06	weapon	header-he	シアター	40	ダブルバレル ショットガン	620,556	200	2	スパイク	icon-weapons	12.0	ショットガンダメージ	icon-weapons	10.0	アーマーへのダメージ	icon-weapons	6.8	命中率
2021-07-06	weapon	header-he	シアター	40	ライトウェイト M4	103,987	360	30	キラー	icon-weapons	10.4	ライフルダメージ	icon-weapons	12.0	クリティカルダメージ	icon-weapons	3.5	連射速度
2021-07-06	weapon	header-named	キャンパス	40	タブラ・ラーサ	59,705	610	30	パーフェクト・ステディハンド	icon-weapons	10.0	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	5.0	アーマーへのダメージ
2021-07-06	weapon	header-he	キャンパス	40	タクティカル .308		70	8	接近戦	icon-weapons	10.5	マークスマンライフルダメージ	icon-weapons	90.0	ヘッドショットダメージ上昇	icon-weapons	9.5	装弾数
2021-07-06	weapon	header-he	キャンパス	40	IWI ネゲブ	37,610	850	100	持続力	icon-weapons	9.8	LMGダメージ	icon-weapons	9.0	カバー外のターゲットへのダメージ	icon-weapons	5.0	アーマーへのダメージ
2021-07-06	weapon	header-he	DZウエスト	40	タクティカル SASG-12 K	364,812	180	7	持続力	icon-weapons	9.1	ショットガンダメージ	icon-weapons	12.0	アーマーへのダメージ	icon-weapons	7.2	命中率
2021-07-06	weapon	header-he	DZウエスト	40	ACR SS	92,614	420	30	キラー	icon-weapons	11.3	ライフルダメージ	icon-weapons	13.0	クリティカルダメージ	icon-weapons	9.0	命中率
2021-07-06	weapon	header-named	DZサウス	40	アパートメント	53,124	850	30	パーフェクト・メジャード	icon-weapons	11.1	SMGダメージ	icon-weapons	16.0	クリティカル率	icon-weapons	7.0	ヘッドショットダメージ上昇
2021-07-06	weapon	header-he	DZサウス	40	トミーガン	55,474	800	50	インシンク	icon-weapons	11.5	SMGダメージ	icon-weapons	15.0	クリティカル率	icon-weapons	19.5	最適射程
2021-07-06	weapon	header-he	DZサウス	40	FAL SA-58	56,885	650	20	ストレインド	icon-weapons	13.8	アサルトライフルダメージ	icon-weapons	10.5	HPダメージ	icon-weapons	6.5	クリティカル率
2021-07-06	weapon	header-he	DZサウス	40	M45A1	98,725	310	7	接近戦	icon-weapons	9.3	ピストルダメージ	icon-weapons	8.0	クリティカル率			
2021-07-06	weapon	header-named	DZイースト	40	ザ・ダークネス	143,857	282	20	パーフェクト・アイレス	icon-weapons	9.5	マークスマンライフルダメージ	icon-weapons	86.0	ヘッドショットダメージ上昇	icon-weapons	8.5	HPダメージ
2021-07-06	weapon	header-he	DZイースト	40	パラトルーパー SVD	159,841	260	10	キラー	icon-weapons	15.0	マークスマンライフルダメージ	icon-weapons	87.0	ヘッドショットダメージ上昇	icon-weapons	4.5	クリティカル率
